station,valid,lon,lat,tmpc,dwpc,drct,sknt,mslp,vsby,gust,wxcodes,peak_wind_gust
PKD,2019-02-24 01:40,-95.0700,46.9000,M,M,320.00,9.00,M,7.00,M,M,M
MIC,2019-02-24 01:40,-93.3539,45.0620,M,M,350.00,9.00,M,6.00,M,BR,M
MKT,2019-02-24 01:40,-93.9200,44.2200,M,M,M,17.00,M,1.25,M,-SN BR,M
FRM,2019-02-24 01:40,-94.4156,43.6439,M,M,350.00,22.00,M,0.75,M,-SN BR,M
GPZ,2019-02-24 01:40,-93.5097,47.2111,M,M,340.00,7.00,M,10.00,M,M,M
FCM,2019-02-24 01:40,-93.4700,44.8300,M,M,360.00,10.00,M,5.00,M,HZ,M
INL,2019-02-24 01:40,-93.3981,48.5614,M,M,320.00,8.00,M,9.00,M,M,M
STP,2019-02-24 01:40,-93.0600,44.9345,M,M,350.00,11.00,M,7.00,M,M,M
BRD,2019-02-24 01:40,-94.1308,46.4047,M,M,330.00,7.00,M,6.00,M,HZ,M
TVF,2019-02-24 01:40,-96.1850,48.0657,M,M,290.00,10.00,M,7.00,M,-SN,M
RWF,2019-02-24 01:40,-95.0820,44.5469,M,M,330.00,14.00,M,1.00,M,-SN BR,M
AXN,2019-02-24 01:40,-95.3947,45.8663,M,M,340.00,10.00,M,7.00,M,M,M
XVG,2019-02-24 01:41,-94.2039,46.9900,-3.00,-5.00,330.00,3.00,M,10.00,M,M,M
STC,2019-02-24 01:43,-94.0513,45.5433,-2.22,-3.28,350.00,8.00,M,1.75,M,-SN BR,M
BDE,2019-02-24 01:45,-94.6122,48.7284,M,M,320.00,8.00,M,8.00,M,M,M
MKT,2019-02-24 01:45,-93.9200,44.2200,M,M,350.00,17.00,M,1.25,M,-SN BR,M
FCM,2019-02-24 01:45,-93.4700,44.8300,M,M,350.00,10.00,M,5.00,M,HZ,M
DLH,2019-02-24 01:45,-92.1936,46.8421,M,M,60.00,8.00,M,2.50,M,BR,M
RST,2019-02-24 01:45,-92.4916,43.9041,M,M,10.00,12.00,M,1.00,M,-SN BR,M
INL,2019-02-24 01:45,-93.3981,48.5614,M,M,320.00,7.00,M,9.00,M,M,M
BRD,2019-02-24 01:45,-94.1308,46.4047,M,M,330.00,7.00,M,6.00,M,HZ,M
MSP,2019-02-24 01:45,-93.2313,44.8854,M,M,360.00,9.00,M,6.00,M,BR,M
HIB,2019-02-24 01:45,-92.8390,47.3866,M,M,0.00,0.00,M,6.00,M,BR,M
OTG,2019-02-24 01:45,-95.5792,43.6551,M,M,340.00,27.00,M,0.75,M,-SN BR,M
AXN,2019-02-24 01:45,-95.3947,45.8663,M,M,340.00,11.00,M,7.00,M,M,M
TVF,2019-02-24 01:45,-96.1850,48.0657,M,M,290.00,11.00,M,8.00,M,-SN,M
GPZ,2019-02-24 01:45,-93.5097,47.2111,M,M,330.00,7.00,M,10.00,M,M,M
FRM,2019-02-24 01:45,-94.4156,43.6439,M,M,350.00,22.00,M,0.75,M,-SN BR,M
STP,2019-02-24 01:45,-93.0600,44.9345,M,M,350.00,10.00,M,7.00,M,M,M
STC,2019-02-24 01:45,-94.0513,45.5433,M,M,350.00,8.00,M,1.75,M,-SN BR,M
MML,2019-02-24 01:45,-95.8200,44.4500,M,M,340.00,18.00,M,6.00,M,BR,M
PKD,2019-02-24 01:45,-95.0700,46.9000,M,M,330.00,10.00,M,8.00,M,M,M
RWF,2019-02-24 01:45,-95.0820,44.5469,M,M,330.00,13.00,M,1.00,M,-SN BR,M
ANE,2019-02-24 01:45,-93.2102,45.1449,0.00,-1.00,340.00,10.00,M,7.00,M,M,M
ROX,2019-02-24 01:46,-95.6971,48.8560,-5.00,-8.00,290.00,6.00,M,7.00,M,-SN,M
EVM,2019-02-24 01:47,-92.4981,47.4251,-2.00,-3.00,0.00,0.00,M,10.00,M,M,M
OTG,2019-02-24 01:48,-95.5792,43.6551,-5.00,-6.00,340.00,23.00,M,0.75,31.00,-SN BR,32.00
CDD,2019-02-24 01:48,-92.4830,48.2660,-3.00,-3.00,0.00,0.00,M,10.00,M,M,M
DLH,2019-02-24 01:48,-92.1936,46.8421,-2.22,-3.89,50.00,9.00,M,2.50,M,BR,M
GPZ,2019-02-24 01:50,-93.5097,47.2111,M,M,330.00,6.00,M,10.00,M,-SN,M
HIB,2019-02-24 01:50,-92.8390,47.3866,M,M,0.00,0.00,M,6.00,M,BR,M
STC,2019-02-24 01:50,-94.0513,45.5433,M,M,350.00,8.00,M,1.75,M,-SN BR,M
MIC,2019-02-24 01:50,-93.3539,45.0620,M,M,340.00,9.00,M,6.00,M,BR,M
FCM,2019-02-24 01:50,-93.4700,44.8300,M,M,350.00,8.00,M,5.00,M,HZ,M
RST,2019-02-24 01:50,-92.4916,43.9041,M,M,10.00,13.00,M,1.00,19.00,-SN BR,M
STP,2019-02-24 01:50,-93.0600,44.9345,M,M,350.00,9.00,M,7.00,M,M,M
MKT,2019-02-24 01:50,-93.9200,44.2200,M,M,350.00,16.00,M,1.25,M,-SN BR,M
BDE,2019-02-24 01:50,-94.6122,48.7284,M,M,320.00,8.00,M,8.00,M,M,M
INL,2019-02-24 01:50,-93.3981,48.5614,M,M,320.00,8.00,M,9.00,M,M,M
MSP,2019-02-24 01:50,-93.2313,44.8854,M,M,360.00,9.00,M,6.00,M,BR,M
DLH,2019-02-24 01:50,-92.1936,46.8421,M,M,60.00,9.00,M,2.50,M,BR,M
BRD,2019-02-24 01:50,-94.1308,46.4047,M,M,340.00,8.00,M,6.00,M,HZ,M
FRM,2019-02-24 01:50,-94.4156,43.6439,M,M,350.00,22.00,M,1.00,M,-SN BR,M
TVF,2019-02-24 01:50,-96.1850,48.0657,M,M,300.00,11.00,M,7.00,M,-SN,M
PKD,2019-02-24 01:50,-95.0700,46.9000,M,M,330.00,11.00,M,8.00,M,M,M
AXN,2019-02-24 01:50,-95.3947,45.8663,M,M,330.00,12.00,M,7.00,M,M,M
MML,2019-02-24 01:50,-95.8200,44.4500,M,M,340.00,19.00,M,6.00,M,BR,M
OTG,2019-02-24 01:50,-95.5792,43.6551,M,M,330.00,21.00,M,0.75,M,-SN BR,M
RWF,2019-02-24 01:50,-95.0820,44.5469,M,M,330.00,13.00,M,0.75,M,-SN BR,M
AQP,2019-02-24 01:51,-96.0043,45.2275,-7.00,-9.00,330.00,12.00,M,7.00,18.00,M,M
FRM,2019-02-24 01:52,-94.4156,43.6439,-2.00,-3.00,350.00,23.00,M,1.00,M,-SN BR,29.00
DVP,2019-02-24 01:52,-95.7826,43.9868,-6.00,-7.00,340.00,18.00,M,1.50,23.00,-SN,M
OWA,2019-02-24 01:52,-93.2606,44.1233,-1.00,-2.00,360.00,13.00,M,1.00,M,SN,M
MIC,2019-02-24 01:53,-93.3539,45.0620,-1.11,-2.22,350.00,8.00,1004.70,5.00,M,BR,M
ORB,2019-02-24 01:53,-92.8560,48.0159,-2.00,-4.00,0.00,0.00,M,10.00,M,M,M
HIB,2019-02-24 01:53,-92.8390,47.3866,-3.28,-3.89,0.00,0.00,1008.10,6.00,M,BR,M
BDE,2019-02-24 01:53,-94.6122,48.7284,-4.39,-7.22,320.00,7.00,1009.70,8.00,M,M,M
STP,2019-02-24 01:53,-93.0600,44.9345,-0.61,-3.28,350.00,8.00,1004.20,7.00,M,M,M
AXN,2019-02-24 01:53,-95.3947,45.8663,-3.28,-7.22,330.00,12.00,1009.00,7.00,M,M,M
PKD,2019-02-24 01:53,-95.0700,46.9000,-4.39,-6.72,330.00,11.00,1009.40,8.00,M,M,M
BRD,2019-02-24 01:53,-94.1308,46.4047,-1.72,-5.00,340.00,8.00,1008.00,6.00,M,HZ,M
FCM,2019-02-24 01:53,-93.4700,44.8300,-0.61,-3.28,360.00,9.00,1004.20,5.00,M,HZ,M
FOZ,2019-02-24 01:53,-93.6502,47.7828,-3.00,-6.00,330.00,4.00,M,7.00,M,M,M
STC,2019-02-24 01:53,-94.0513,45.5433,-2.22,-3.28,350.00,9.00,1007.60,1.50,M,-SN BR,M
MSP,2019-02-24 01:53,-93.2313,44.8854,-1.11,-2.78,360.00,10.00,1004.30,6.00,M,BR,M
RWF,2019-02-24 01:53,-95.0820,44.5469,-4.39,-5.61,330.00,13.00,1006.90,0.75,23.00,-SN BR,M
ORB,2019-02-24 01:54,-92.8560,48.0159,-2.00,-4.00,0.00,0.00,M,10.00,M,M,M
RST,2019-02-24 01:54,-92.4916,43.9041,-1.11,-1.72,10.00,13.00,1000.80,0.75,21.00,-SN BR,M
FOZ,2019-02-24 01:54,-93.6502,47.7828,-3.00,-6.00,320.00,4.00,M,7.00,M,M,M
HIB,2019-02-24 01:55,-92.8390,47.3866,M,M,0.00,0.00,M,6.00,M,BR,M
MKT,2019-02-24 01:55,-93.9200,44.2200,M,M,350.00,18.00,M,1.50,M,-SN BR,M
GPZ,2019-02-24 01:55,-93.5097,47.2111,M,M,330.00,5.00,M,9.00,M,-SN,M
BDE,2019-02-24 01:55,-94.6122,48.7284,M,M,320.00,7.00,M,8.00,M,M,M
FRM,2019-02-24 01:55,-94.4156,43.6439,M,M,350.00,21.00,M,1.00,M,-SN BR,M
MIC,2019-02-24 01:55,-93.3539,45.0620,M,M,350.00,9.00,M,5.00,M,BR,M
OTG,2019-02-24 01:55,-95.5792,43.6551,M,M,340.00,26.00,M,0.75,M,-SN BR,M
MML,2019-02-24 01:55,-95.8200,44.4500,M,M,330.00,18.00,M,6.00,M,BR,M
TVF,2019-02-24 01:55,-96.1850,48.0657,M,M,300.00,9.00,M,7.00,M,M,M
PKD,2019-02-24 01:55,-95.0700,46.9000,M,M,320.00,11.00,M,8.00,M,M,M
AXN,2019-02-24 01:55,-95.3947,45.8663,M,M,340.00,12.00,M,7.00,M,M,M
RWF,2019-02-24 01:55,-95.0820,44.5469,M,M,330.00,14.00,M,0.75,20.00,-SN BR,M
STP,2019-02-24 01:55,-93.0600,44.9345,M,M,340.00,11.00,M,7.00,M,M,M
MSP,2019-02-24 01:55,-93.2313,44.8854,M,M,350.00,12.00,M,5.00,M,BR,M
STC,2019-02-24 01:55,-94.0513,45.5433,M,M,350.00,8.00,M,1.50,M,-SN BR,M
BRD,2019-02-24 01:55,-94.1308,46.4047,M,M,330.00,9.00,M,6.00,M,HZ,M
RST,2019-02-24 01:55,-92.4916,43.9041,M,M,10.00,14.00,M,1.25,19.00,-SN BR,M
FCM,2019-02-24 01:55,-93.4700,44.8300,M,M,360.00,10.00,M,5.00,M,HZ,M
CDD,2019-02-24 01:55,-92.4830,48.2660,-3.00,-3.00,0.00,0.00,M,10.00,M,M,M
LVN,2019-02-24 01:55,-93.2273,44.6252,-1.00,-1.00,360.00,10.00,M,5.00,M,BR,M
21D,2019-02-24 01:55,-92.8557,44.9975,0.00,-1.00,360.00,7.00,M,10.00,M,M,M
Y49,2019-02-24 01:55,-94.6453,47.1595,-4.22,-6.11,320.00,6.00,M,7.00,M,M,M
D39,2019-02-24 01:55,-94.9334,45.7066,-3.28,-5.50,330.00,9.00,M,7.00,M,M,M
3N8,2019-02-24 01:55,-95.9281,47.2605,-8.61,-9.50,320.00,10.00,M,5.00,M,BR,M
CFE,2019-02-24 01:55,-93.8433,45.1590,-1.61,-2.89,M,M,M,1.75,M,-SN,M
AEL,2019-02-24 01:55,-93.3672,43.6815,-2.00,-2.00,360.00,16.00,M,0.75,20.00,SN,M
BJI,2019-02-24 01:55,-94.9337,47.5094,-5.50,-6.72,310.00,9.00,M,5.00,M,BR,M
VWU,2019-02-24 01:55,-94.5167,48.1539,-4.00,-6.00,310.00,3.00,M,7.00,M,M,M
FKA,2019-02-24 01:55,-92.1797,43.6767,-0.72,-1.28,30.00,9.00,M,2.00,M,-SN,M
BFW,2019-02-24 01:55,-91.4098,47.2521,-2.00,-2.00,40.00,7.00,M,1.00,M,BR,M
DTL,2019-02-24 01:55,-95.8856,46.8252,-7.00,-7.00,330.00,11.00,M,4.00,M,BR,M
04W,2019-02-24 01:55,-92.8952,46.0229,0.00,-1.00,360.00,6.00,M,10.00,M,M,M
MGG,2019-02-24 01:55,-93.9856,45.2360,-1.11,-1.61,340.00,8.00,M,1.50,M,-SN,M
MJQ,2019-02-24 01:55,-94.9865,43.6500,-4.00,-5.00,340.00,23.00,M,1.25,30.00,M,M
JKJ,2019-02-24 01:55,-96.6640,46.8393,-11.00,-14.00,330.00,10.00,M,10.00,M,M,M
CQM,2019-02-24 01:55,-92.6894,47.8219,-3.00,-3.00,0.00,0.00,M,10.00,M,M,M
MOX,2019-02-24 01:55,-95.9672,45.5660,-8.00,-9.00,330.00,12.00,M,4.00,M,M,M
LJF,2019-02-24 01:55,-94.5072,45.0971,-2.00,-2.00,340.00,12.00,M,1.50,M,UP,M
FGN,2019-02-24 01:55,-94.9028,49.3183,-4.00,-7.00,310.00,7.00,M,10.00,M,UP,M
SYN,2019-02-24 01:55,-93.0163,44.4755,-0.61,-2.00,10.00,18.00,M,2.50,22.00,-SN,M
SGS,2019-02-24 01:55,-93.0329,44.8571,-0.22,-1.72,360.00,7.00,M,7.00,M,M,M
MVE,2019-02-24 01:55,-95.7103,44.9691,-6.00,-7.00,360.00,15.00,M,5.00,21.00,BR,M
ONA,2019-02-24 01:55,-91.7083,44.0772,1.00,0.00,20.00,5.00,M,3.00,M,RA,M
INL,2019-02-24 01:55,-93.3981,48.5614,-2.22,-3.28,320.00,7.00,1009.30,9.00,M,M,M
TKC,2019-02-24 01:55,-95.6072,44.2491,-5.11,-5.78,340.00,16.00,M,1.25,23.00,-SN,M
DLH,2019-02-24 01:55,-92.1936,46.8421,-2.22,-3.89,60.00,9.00,1007.40,2.50,M,BR,M
FFM,2019-02-24 01:55,-96.1567,46.2844,-8.00,-9.00,340.00,12.00,M,5.00,M,BR,M
FSE,2019-02-24 01:55,-95.7735,47.5928,-9.00,-10.00,300.00,8.00,M,4.00,M,BR,M
MZH,2019-02-24 01:55,-92.8048,46.4186,-1.00,-3.00,40.00,6.00,M,10.00,M,M,M
PWC,2019-02-24 01:55,-94.3817,46.7248,-3.00,-6.00,340.00,6.00,M,7.00,M,M,M
MWM,2019-02-24 01:55,-95.1094,43.9134,-5.00,-6.00,330.00,26.00,M,1.00,M,-SN,M
GDB,2019-02-24 01:55,-95.5560,44.7533,-3.78,-5.28,320.00,13.00,M,5.00,21.00,BR,M
ULM,2019-02-24 01:55,-94.5000,44.3200,-3.00,-3.00,340.00,16.00,M,1.50,21.00,-SN,M
TOB,2019-02-24 01:55,-92.8315,44.0180,-2.00,-2.00,10.00,11.00,M,M,M,M,M
9MN,2019-02-24 01:55,-92.4831,44.0198,-1.00,-1.00,360.00,7.00,M,0.25,M,M,M
LYV,2019-02-24 01:55,-96.2158,43.6212,-4.00,-7.00,350.00,15.00,M,5.00,21.00,HZ,M
CKN,2019-02-24 01:55,-96.6214,47.8417,-16.00,-17.00,340.00,5.00,M,3.00,M,BR,M
BBB,2019-02-24 01:55,-95.6506,45.3319,-6.00,-7.00,360.00,16.00,M,5.00,22.00,BR,M
CKC,2019-02-24 01:55,-90.3829,47.8383,-4.00,-7.00,60.00,8.00,M,0.75,M,BR,M
VVV,2019-02-24 01:55,-96.4244,45.3057,-9.00,-12.00,330.00,11.00,M,10.00,M,M,M
PNM,2019-02-24 01:55,-93.6082,45.5599,-1.00,-3.00,330.00,6.00,M,3.00,M,-SN,M
DXX,2019-02-24 01:55,-96.1779,44.9864,-7.00,-9.00,330.00,15.00,M,10.00,M,M,M
DYT,2019-02-24 01:55,-92.0434,46.7219,-1.00,-2.00,40.00,16.00,M,7.00,M,M,M
HZX,2019-02-24 01:55,-93.3098,46.6188,-1.00,-2.00,330.00,5.00,M,7.00,M,M,M
SAZ,2019-02-24 01:55,-94.8066,46.3809,-4.00,-6.00,330.00,8.00,M,7.00,M,M,M
AIT,2019-02-24 01:55,-93.6768,46.5484,-3.00,-4.00,320.00,4.00,M,7.00,M,M,M
PQN,2019-02-24 01:55,-96.3004,43.9821,-6.00,-7.00,360.00,16.00,M,4.00,24.00,BR,M
RRT,2019-02-24 01:55,-95.3483,48.9414,-5.00,-7.00,280.00,4.00,M,5.00,M,-SN,M
GYL,2019-02-24 01:55,-94.0812,44.7560,-1.00,-1.00,340.00,11.00,M,1.50,M,-SN,M
GHW,2019-02-24 01:55,-95.3204,45.6439,-5.00,-6.00,320.00,9.00,M,5.00,M,BR,M
HCO,2019-02-24 01:55,-96.9430,48.7527,-14.00,-16.00,320.00,6.00,M,7.00,M,-SN,M
JMR,2019-02-24 01:55,-93.2718,45.8861,-1.00,-3.00,340.00,5.00,M,7.00,M,M,M
AUM,2019-02-24 01:55,-92.9333,43.6647,0.00,-3.00,360.00,10.00,M,0.75,16.00,SN,M
CBG,2019-02-24 01:55,-93.2642,45.5575,-1.00,-5.00,330.00,6.00,M,5.00,M,HZ,M
TWM,2019-02-24 01:55,-91.7450,47.0492,-3.00,-6.00,40.00,7.00,M,0.75,M,HZ,M
OTG,2019-02-24 01:56,-95.5792,43.6551,-5.61,-6.11,340.00,26.00,1006.10,1.00,29.00,-SN BR,32.00
FRM,2019-02-24 01:56,-94.4156,43.6439,-2.22,-2.78,350.00,22.00,1003.10,1.00,27.00,-SN BR,29.00
CKC,2019-02-24 01:56,-90.3829,47.8383,-4.00,-7.00,60.00,7.00,M,0.75,M,BR,M
MGG,2019-02-24 01:56,-93.9856,45.2360,-1.11,-1.61,340.00,8.00,M,1.50,M,-SN,M
BBB,2019-02-24 01:56,-95.6506,45.3319,-6.00,-7.00,360.00,16.00,M,5.00,22.00,BR,M
MVE,2019-02-24 01:56,-95.7103,44.9691,-6.00,-7.00,10.00,17.00,M,5.00,M,BR,M
ONA,2019-02-24 01:56,-91.7083,44.0772,1.00,0.00,30.00,6.00,M,3.00,M,RA,M
PQN,2019-02-24 01:56,-96.3004,43.9821,-6.00,-7.00,360.00,16.00,M,3.00,24.00,-SN,M
GNA,2019-02-24 01:56,-90.3457,47.7453,-1.11,-2.78,50.00,9.00,1008.70,M,M,M,M
FFM,2019-02-24 01:56,-96.1567,46.2844,-8.00,-9.00,340.00,13.00,M,5.00,M,BR,M
GYL,2019-02-24 01:56,-94.0812,44.7560,-1.00,-1.00,340.00,11.00,M,1.50,M,-SN,M
HCO,2019-02-24 01:56,-96.9430,48.7527,-14.00,-16.00,320.00,7.00,M,7.00,M,-SN,M
SAZ,2019-02-24 01:56,-94.8066,46.3809,-4.00,-6.00,330.00,8.00,M,7.00,M,M,M
RRT,2019-02-24 01:56,-95.3483,48.9414,-5.00,-7.00,280.00,4.00,M,5.00,M,-SN,M
MWM,2019-02-24 01:56,-95.1094,43.9134,-5.00,-6.00,330.00,26.00,M,1.00,M,-SN,M
MML,2019-02-24 01:56,-95.8200,44.4500,-6.72,-7.78,340.00,18.00,1008.90,6.00,M,BR,M
MZH,2019-02-24 01:56,-92.8048,46.4186,-1.00,-3.00,40.00,5.00,M,10.00,M,M,M
ROS,2019-02-24 01:56,-92.9530,45.6980,-1.11,-2.61,340.00,6.00,M,7.00,M,M,M
MKT,2019-02-24 01:56,-93.9200,44.2200,-1.72,-2.22,350.00,18.00,1003.20,1.50,M,-SN BR,M
GHW,2019-02-24 01:56,-95.3204,45.6439,-5.00,-6.00,320.00,9.00,M,5.00,M,BR,M
GPZ,2019-02-24 01:56,-93.5097,47.2111,-2.22,-3.89,330.00,6.00,1009.20,9.00,M,-SN,M
9MN,2019-02-24 01:56,-92.4831,44.0198,-1.00,-1.00,10.00,7.00,M,0.25,M,M,M
RGK,2019-02-24 01:56,-92.4868,44.5915,-1.00,-2.00,360.00,10.00,M,1.00,M,SN,M
Y63,2019-02-24 01:56,-95.9920,45.9861,-7.78,-8.50,290.00,11.00,M,5.00,M,BR,M
TVF,2019-02-24 01:56,-96.1850,48.0657,-9.39,-11.11,300.00,9.00,1012.50,7.00,M,M,M
JMR,2019-02-24 01:56,-93.2718,45.8861,-1.00,-3.00,340.00,5.00,M,7.00,M,M,M
14Y,2019-02-24 01:56,-94.8739,45.8983,-3.00,-5.00,340.00,6.00,M,7.00,M,M,M
ELO,2019-02-24 01:56,-91.8371,47.8287,-3.00,-4.00,100.00,3.00,M,10.00,M,M,M
DYT,2019-02-24 01:56,-92.0434,46.7219,-1.00,-2.00,40.00,16.00,M,7.00,M,M,M
RYM,2019-02-24 01:56,-94.3575,46.0895,-2.22,-4.50,340.00,9.00,1008.30,8.00,M,M,M
ADC,2019-02-24 01:56,-95.2109,46.4503,-6.00,-7.00,310.00,10.00,M,5.00,M,BR,M
BDH,2019-02-24 01:56,-95.1304,45.1177,-4.00,-6.00,330.00,13.00,M,5.00,M,M,M
D39,2019-02-24 01:56,-94.9334,45.7066,-3.28,-5.50,320.00,9.00,M,7.00,M,M,M
CFE,2019-02-24 01:56,-93.8433,45.1590,-1.61,-2.89,M,M,M,1.75,M,-SN,M
FKA,2019-02-24 01:56,-92.1797,43.6767,-0.72,-1.28,30.00,9.00,M,2.00,M,-SN,M
HCD,2019-02-24 01:56,-94.3825,44.8599,-1.50,-2.00,330.00,12.00,M,1.25,M,-SN,M
AEL,2019-02-24 01:56,-93.3672,43.6815,-2.00,-2.00,360.00,16.00,M,0.50,20.00,SN,M
DXX,2019-02-24 01:56,-96.1779,44.9864,-7.00,-9.00,330.00,15.00,M,10.00,M,M,M
ETH,2019-02-24 01:57,-96.5435,45.7805,-9.00,-12.00,310.00,12.00,M,10.00,M,M,M
XVG,2019-02-24 01:58,-94.2039,46.9900,-3.00,-5.00,330.00,4.00,M,10.00,M,M,M
DVP,2019-02-24 01:59,-95.7826,43.9868,-6.00,-7.00,350.00,24.00,M,1.25,29.00,-SN,M
CNB,2019-02-24 01:59,-96.2660,44.7295,-7.00,-9.00,300.00,12.00,M,10.00,17.00,M,M
OVL,2019-02-24 01:59,-95.0328,44.7786,-4.00,-5.00,340.00,17.00,M,1.75,M,-SN,M
LXL,2019-02-24 01:59,-94.3469,45.9492,-2.00,-4.00,320.00,5.00,M,7.00,M,M,M
MKT,2019-02-24 02:00,-93.9200,44.2200,M,M,350.00,18.00,M,1.50,M,-SN BR,M
GPZ,2019-02-24 02:00,-93.5097,47.2111,M,M,330.00,6.00,M,9.00,M,-SN,M
INL,2019-02-24 02:00,-93.3981,48.5614,M,M,320.00,6.00,M,9.00,M,M,M
BRD,2019-02-24 02:00,-94.1308,46.4047,M,M,340.00,9.00,M,6.00,M,HZ,M
DLH,2019-02-24 02:00,-92.1936,46.8421,M,M,50.00,10.00,M,2.50,M,BR,M
MIC,2019-02-24 02:00,-93.3539,45.0620,M,M,340.00,8.00,M,5.00,M,BR,M
FRM,2019-02-24 02:00,-94.4156,43.6439,M,M,350.00,24.00,M,1.00,M,-SN BR,M
RST,2019-02-24 02:00,-92.4916,43.9041,M,M,10.00,15.00,M,1.25,M,-SN BR,M
STP,2019-02-24 02:00,-93.0600,44.9345,M,M,350.00,9.00,M,7.00,M,M,M
MSP,2019-02-24 02:00,-93.2313,44.8854,M,M,360.00,10.00,M,5.00,M,BR,M
STC,2019-02-24 02:00,-94.0513,45.5433,M,M,340.00,9.00,M,1.50,14.00,-SN BR,M
MML,2019-02-24 02:00,-95.8200,44.4500,M,M,330.00,19.00,M,6.00,M,BR,M
OTG,2019-02-24 02:00,-95.5792,43.6551,M,M,340.00,26.00,M,0.75,M,-SN BR,M
AXN,2019-02-24 02:00,-95.3947,45.8663,M,M,330.00,10.00,M,7.00,M,M,M
TVF,2019-02-24 02:00,-96.1850,48.0657,M,M,310.00,9.00,M,7.00,M,-SN,M
BDE,2019-02-24 02:00,-94.6122,48.7284,M,M,310.00,7.00,M,8.00,M,M,M
RWF,2019-02-24 02:00,-95.0820,44.5469,M,M,330.00,13.00,M,0.75,M,-SN BR,M
FCM,2019-02-24 02:00,-93.4700,44.8300,M,M,350.00,9.00,M,5.00,M,HZ,M
PKD,2019-02-24 02:00,-95.0700,46.9000,M,M,330.00,11.00,M,8.00,M,M,M
OTG,2019-02-24 02:02,-95.5792,43.6551,-6.00,-6.00,340.00,24.00,M,0.75,M,-SN BR,30.00
BRD,2019-02-24 02:05,-94.1308,46.4047,M,M,330.00,10.00,M,6.00,M,HZ,M
BDE,2019-02-24 02:05,-94.6122,48.7284,M,M,310.00,7.00,M,8.00,M,M,M
MML,2019-02-24 02:05,-95.8200,44.4500,M,M,330.00,19.00,M,6.00,M,BR,M
MIC,2019-02-24 02:05,-93.3539,45.0620,M,M,340.00,10.00,M,6.00,M,BR,M
FRM,2019-02-24 02:05,-94.4156,43.6439,M,M,350.00,19.00,M,1.25,M,-SN BR,M
GPZ,2019-02-24 02:05,-93.5097,47.2111,M,M,330.00,5.00,M,9.00,M,-SN,M
MSP,2019-02-24 02:05,-93.2313,44.8854,M,M,360.00,12.00,M,5.00,M,BR,M
MKT,2019-02-24 02:05,-93.9200,44.2200,M,M,350.00,19.00,M,1.75,M,-SN BR,M
RST,2019-02-24 02:05,-92.4916,43.9041,M,M,360.00,16.00,M,1.00,M,-SN BR,M
FCM,2019-02-24 02:05,-93.4700,44.8300,M,M,360.00,10.00,M,5.00,M,HZ,M
STP,2019-02-24 02:05,-93.0600,44.9345,M,M,350.00,10.00,M,7.00,M,M,M
DLH,2019-02-24 02:05,-92.1936,46.8421,M,M,50.00,10.00,M,2.50,M,BR,M
STC,2019-02-24 02:05,-94.0513,45.5433,M,M,340.00,9.00,M,1.50,M,-SN BR,M
PKD,2019-02-24 02:05,-95.0700,46.9000,M,M,330.00,8.00,M,7.00,M,M,M
AXN,2019-02-24 02:05,-95.3947,45.8663,M,M,330.00,11.00,M,7.00,M,M,M
TVF,2019-02-24 02:05,-96.1850,48.0657,M,M,310.00,9.00,M,7.00,M,-SN,M
OTG,2019-02-24 02:05,-95.5792,43.6551,M,M,330.00,24.00,M,0.75,M,-SN BR,M
RWF,2019-02-24 02:05,-95.0820,44.5469,M,M,330.00,14.00,M,1.00,20.00,-SN BR,M
HIB,2019-02-24 02:05,-92.8390,47.3866,M,M,0.00,0.00,M,5.00,M,BR,M
INL,2019-02-24 02:05,-93.3981,48.5614,M,M,320.00,6.00,M,9.00,M,M,M
ROX,2019-02-24 02:07,-95.6971,48.8560,-5.00,-8.00,300.00,7.00,M,5.00,M,-SN,M
EVM,2019-02-24 02:07,-92.4981,47.4251,-2.00,-3.00,0.00,0.00,M,10.00,M,M,M
COQ,2019-02-24 02:08,-92.5036,46.7011,-2.00,-4.00,30.00,3.00,M,10.00,M,M,M
FRM,2019-02-24 02:09,-94.4156,43.6439,-2.00,-3.00,350.00,20.00,M,1.25,M,-SN BR,27.00
GPZ,2019-02-24 02:10,-93.5097,47.2111,M,M,330.00,6.00,M,9.00,M,-SN,M
MKT,2019-02-24 02:10,-93.9200,44.2200,M,M,350.00,18.00,M,1.75,M,-SN BR,M
STP,2019-02-24 02:10,-93.0600,44.9345,M,M,350.00,7.00,M,7.00,M,M,M
FCM,2019-02-24 02:10,-93.4700,44.8300,M,M,360.00,11.00,M,4.00,M,HZ,M
AXN,2019-02-24 02:10,-95.3947,45.8663,M,M,340.00,12.00,M,6.00,M,HZ,M
PKD,2019-02-24 02:10,-95.0700,46.9000,M,M,340.00,10.00,M,7.00,M,M,M
BRD,2019-02-24 02:10,-94.1308,46.4047,M,M,340.00,10.00,M,6.00,M,HZ,M
FRM,2019-02-24 02:10,-94.4156,43.6439,M,M,350.00,21.00,M,1.25,M,-SN BR,M
STC,2019-02-24 02:10,-94.0513,45.5433,M,M,340.00,8.00,M,1.50,M,-SN BR,M
RST,2019-02-24 02:10,-92.4916,43.9041,M,M,10.00,17.00,M,0.75,M,-SN BR,M
MML,2019-02-24 02:10,-95.8200,44.4500,M,M,340.00,21.00,M,6.00,M,BR,M
