station,valid,lon,lat,tmpc,dwpc,drct,sknt,mslp,vsby,gust,wxcodes,peak_wind_gust
MVE,2019-02-24 17:56,-95.7103,44.9691,-13.00,-17.00,350.00,26.00,M,1.75,32.00,-SN,M
DXX,2019-02-24 17:56,-96.1779,44.9864,-12.00,-16.00,310.00,22.00,M,1.50,35.00,HZ,M
LJF,2019-02-24 17:56,-94.5072,45.0971,-12.00,-16.00,310.00,23.00,M,2.00,32.00,HZ,M
CQM,2019-02-24 17:56,-92.6894,47.8219,-12.00,-16.00,290.00,21.00,M,0.50,32.00,-SN,M
CKN,2019-02-24 17:56,-96.6214,47.8417,-18.00,-20.00,330.00,28.00,M,0.50,33.00,-SN,M
PNM,2019-02-24 17:56,-93.6082,45.5599,-10.00,-16.00,280.00,23.00,M,0.75,29.00,-SN,M
GDB,2019-02-24 17:56,-95.5560,44.7533,-11.00,-14.22,290.00,25.00,M,1.00,36.00,HZ,M
FFM,2019-02-24 17:56,-96.1567,46.2844,-16.00,-19.00,330.00,32.00,M,0.25,42.00,-SN,M
GYL,2019-02-24 17:56,-94.0812,44.7560,-10.50,-13.89,290.00,22.00,M,1.00,32.00,HZ,M
DYT,2019-02-24 17:56,-92.0434,46.7219,-7.00,-11.00,290.00,28.00,M,1.25,37.00,-SN,M
SGS,2019-02-24 17:56,-93.0329,44.8571,-7.61,-13.39,290.00,20.00,M,2.00,29.00,HZ,M
RRT,2019-02-24 17:56,-95.3483,48.9414,-17.00,-21.00,310.00,22.00,M,0.25,32.00,+SN,M
RGK,2019-02-24 17:56,-92.4868,44.5915,-7.00,-13.00,290.00,21.00,M,1.75,29.00,HZ,M
14Y,2019-02-24 17:56,-94.8739,45.8983,-13.00,-17.00,310.00,22.00,M,1.50,29.00,-SN,M
Y63,2019-02-24 17:56,-95.9920,45.9861,-15.72,-18.61,280.00,29.00,M,1.00,37.00,HZ,M
MZH,2019-02-24 17:56,-92.8048,46.4186,-8.00,-15.00,300.00,16.00,M,5.00,25.00,HZ,M
LYV,2019-02-24 17:56,-96.2158,43.6212,-13.00,-17.00,300.00,24.00,M,1.00,29.00,HZ,M
AUM,2019-02-24 17:56,-92.9333,43.6647,-9.00,-14.00,300.00,19.00,M,0.75,35.00,-SN,M
FSE,2019-02-24 17:56,-95.7735,47.5928,-18.00,-23.00,310.00,23.00,M,0.75,29.00,HZ,M
LXL,2019-02-24 17:59,-94.3469,45.9492,-13.00,-18.00,300.00,21.00,M,0.25,28.00,SN,M
CNB,2019-02-24 17:59,-96.2660,44.7295,-13.00,-17.00,300.00,21.00,M,2.00,30.00,HZ,M
OVL,2019-02-24 17:59,-95.0328,44.7786,-12.00,-14.00,310.00,25.00,M,0.25,38.00,-SN,M
BDE,2019-02-24 18:00,-94.6122,48.7284,M,M,320.00,26.00,M,1.00,M,UP,M
HIB,2019-02-24 18:00,-92.8390,47.3866,M,M,310.00,20.00,M,1.50,M,M,M
FCM,2019-02-24 18:00,-93.4700,44.8300,M,M,M,22.00,M,10.00,32.00,M,M
BRD,2019-02-24 18:00,-94.1308,46.4047,M,M,290.00,22.00,M,4.00,M,M,M
OTG,2019-02-24 18:00,-95.5792,43.6551,M,M,300.00,27.00,M,1.00,M,HZ,M
AXN,2019-02-24 18:00,-95.3947,45.8663,M,M,320.00,20.00,M,1.50,26.00,HZ,M
PKD,2019-02-24 18:00,-95.0700,46.9000,M,M,M,26.00,M,0.75,32.00,UP,M
MKT,2019-02-24 18:00,-93.9200,44.2200,M,M,300.00,29.00,M,0.25,M,+SN,M
MSP,2019-02-24 18:00,-93.2313,44.8854,M,M,300.00,19.00,M,6.00,26.00,M,M
RST,2019-02-24 18:00,-92.4916,43.9041,M,M,290.00,31.00,M,0.25,39.00,FZFG,M
STP,2019-02-24 18:00,-93.0600,44.9345,M,M,290.00,M,M,10.00,36.00,M,M
FRM,2019-02-24 18:00,-94.4156,43.6439,M,M,310.00,27.00,M,0.50,M,SN,M
INL,2019-02-24 18:00,-93.3981,48.5614,M,M,300.00,22.00,M,2.00,M,UP,M
DLH,2019-02-24 18:00,-92.1936,46.8421,M,M,300.00,29.00,M,3.00,36.00,M,M
STC,2019-02-24 18:00,-94.0513,45.5433,M,M,300.00,30.00,M,1.00,36.00,UP,M
TVF,2019-02-24 18:00,-96.1850,48.0657,M,M,320.00,29.00,M,0.25,M,+SN,M
GPZ,2019-02-24 18:00,-93.5097,47.2111,M,M,290.00,20.00,M,1.75,M,-SN,M
MML,2019-02-24 18:00,-95.8200,44.4500,M,M,310.00,28.00,M,1.50,M,-SN,M
RWF,2019-02-24 18:00,-95.0820,44.5469,M,M,300.00,28.00,M,2.50,39.00,-SN,M
RWF,2019-02-24 18:02,-95.0820,44.5469,-11.72,-16.11,310.00,25.00,M,2.00,41.00,-SN,41.00
BDE,2019-02-24 18:03,-94.6122,48.7284,-15.61,-20.00,320.00,26.00,M,0.75,38.00,BLSN,38.00
RST,2019-02-24 18:03,-92.4916,43.9041,-10.61,-12.78,290.00,35.00,M,0.25,49.00,FZFG,49.00
BRD,2019-02-24 18:05,-94.1308,46.4047,M,M,290.00,22.00,M,5.00,M,M,M
HIB,2019-02-24 18:05,-92.8390,47.3866,M,M,M,25.00,M,1.25,M,UP,M
MKT,2019-02-24 18:05,-93.9200,44.2200,M,M,M,31.00,M,0.50,M,-SN FZFG,M
BDE,2019-02-24 18:05,-94.6122,48.7284,M,M,310.00,30.00,M,0.75,38.00,M,M
STC,2019-02-24 18:05,-94.0513,45.5433,M,M,300.00,25.00,M,1.25,M,UP,M
MSP,2019-02-24 18:05,-93.2313,44.8854,M,M,290.00,23.00,M,6.00,28.00,M,M
RST,2019-02-24 18:05,-92.4916,43.9041,M,M,280.00,34.00,M,0.24,42.00,FZFG,M
AXN,2019-02-24 18:05,-95.3947,45.8663,M,M,310.00,26.00,M,1.75,M,HZ,M
RWF,2019-02-24 18:05,-95.0820,44.5469,M,M,310.00,21.00,M,2.00,30.00,-SN,M
GPZ,2019-02-24 18:05,-93.5097,47.2111,M,M,290.00,19.00,M,2.00,M,-SN,M
DLH,2019-02-24 18:05,-92.1936,46.8421,M,M,310.00,29.00,M,3.00,M,M,M
FCM,2019-02-24 18:05,-93.4700,44.8300,M,M,290.00,26.00,M,10.00,38.00,M,M
FRM,2019-02-24 18:05,-94.4156,43.6439,M,M,300.00,28.00,M,0.75,M,-SN,M
MML,2019-02-24 18:05,-95.8200,44.4500,M,M,310.00,31.00,M,1.50,M,-SN,M
TVF,2019-02-24 18:05,-96.1850,48.0657,M,M,320.00,25.00,M,0.25,M,+SN,M
INL,2019-02-24 18:05,-93.3981,48.5614,M,M,300.00,19.00,M,2.00,M,M,M
STP,2019-02-24 18:05,-93.0600,44.9345,M,M,290.00,20.00,M,10.00,28.00,M,M
OTG,2019-02-24 18:05,-95.5792,43.6551,M,M,300.00,26.00,M,1.00,M,HZ,M
PKD,2019-02-24 18:05,-95.0700,46.9000,M,M,320.00,23.00,M,1.00,31.00,UP,M
CDD,2019-02-24 18:08,-92.4830,48.2660,-12.00,-15.00,290.00,10.00,M,2.00,21.00,-SN,M
FRM,2019-02-24 18:10,-94.4156,43.6439,M,M,310.00,31.00,M,0.50,M,SN,M
BDE,2019-02-24 18:10,-94.6122,48.7284,M,M,310.00,28.00,M,0.75,33.00,M,M
INL,2019-02-24 18:10,-93.3981,48.5614,M,M,300.00,21.00,M,3.00,M,M,M
DLH,2019-02-24 18:10,-92.1936,46.8421,M,M,300.00,28.00,M,3.00,35.00,M,M
RWF,2019-02-24 18:10,-95.0820,44.5469,M,M,310.00,24.00,M,2.00,31.00,-SN,M
MIC,2019-02-24 18:10,-93.3539,45.0620,M,M,290.00,18.00,M,10.00,24.00,M,M
MSP,2019-02-24 18:10,-93.2313,44.8854,M,M,290.00,27.00,M,6.00,34.00,M,M
TVF,2019-02-24 18:10,-96.1850,48.0657,M,M,320.00,27.00,M,0.25,M,+SN,M
GPZ,2019-02-24 18:10,-93.5097,47.2111,M,M,300.00,22.00,M,1.75,M,-SN,M
STP,2019-02-24 18:10,-93.0600,44.9345,M,M,290.00,23.00,M,10.00,29.00,M,M
FCM,2019-02-24 18:10,-93.4700,44.8300,M,M,290.00,22.00,M,10.00,33.00,M,M
BRD,2019-02-24 18:10,-94.1308,46.4047,M,M,300.00,18.00,M,5.00,M,M,M
MML,2019-02-24 18:10,-95.8200,44.4500,M,M,310.00,31.00,M,1.25,M,-SN,M
STC,2019-02-24 18:10,-94.0513,45.5433,M,M,300.00,24.00,M,2.50,30.00,HZ,M
RST,2019-02-24 18:10,-92.4916,43.9041,M,M,280.00,30.00,M,0.24,35.00,FZFG,M
OTG,2019-02-24 18:10,-95.5792,43.6551,M,M,300.00,24.00,M,1.25,M,HZ,M
AXN,2019-02-24 18:10,-95.3947,45.8663,M,M,300.00,30.00,M,1.50,35.00,HZ,M
PKD,2019-02-24 18:10,-95.0700,46.9000,M,M,320.00,24.00,M,1.00,M,UP,M
Y49,2019-02-24 18:10,-94.6453,47.1595,-15.28,-20.39,310.00,22.00,M,3.00,29.00,HZ,M
STC,2019-02-24 18:11,-94.0513,45.5433,-11.72,-16.72,300.00,23.00,M,3.00,33.00,HZ,42.00
RST,2019-02-24 18:11,-92.4916,43.9041,-10.61,-12.22,290.00,32.00,M,0.25,49.00,FZFG,49.00
ETH,2019-02-24 18:11,-96.5435,45.7805,-13.00,-18.00,310.00,24.00,M,1.75,32.00,HZ,M
EVM,2019-02-24 18:11,-92.4981,47.4251,-11.00,-16.00,300.00,23.00,M,2.50,30.00,HZ,M
COQ,2019-02-24 18:12,-92.5036,46.7011,-10.00,-16.00,280.00,21.00,M,2.00,30.00,-SN,M
DVP,2019-02-24 18:12,-95.7826,43.9868,-13.72,-16.72,300.00,25.00,M,1.00,30.00,HZ,M
FOZ,2019-02-24 18:13,-93.6502,47.7828,-12.00,-18.00,310.00,11.00,M,4.00,23.00,M,M
XVG,2019-02-24 18:13,-94.2039,46.9900,-14.00,-19.00,290.00,13.00,M,5.00,31.00,-SN,M
ORB,2019-02-24 18:14,-92.8560,48.0159,-13.00,-18.00,290.00,15.00,M,3.00,22.00,HZ,M
FOZ,2019-02-24 18:14,-93.6502,47.7828,-12.00,-18.00,300.00,13.00,M,4.00,23.00,M,M
OTG,2019-02-24 18:15,-95.5792,43.6551,-13.00,-16.00,300.00,26.00,M,1.50,M,BR,32.00
AXN,2019-02-24 18:15,-95.3947,45.8663,-13.89,-19.39,310.00,32.00,M,0.75,43.00,UP,43.00
BRD,2019-02-24 18:15,-94.1308,46.4047,M,M,290.00,21.00,M,4.00,M,M,M
FRM,2019-02-24 18:15,-94.4156,43.6439,M,M,300.00,33.00,M,0.50,M,SN,M
BDE,2019-02-24 18:15,-94.6122,48.7284,M,M,310.00,25.00,M,0.75,30.00,M,M
INL,2019-02-24 18:15,-93.3981,48.5614,M,M,300.00,18.00,M,3.00,M,M,M
STC,2019-02-24 18:15,-94.0513,45.5433,M,M,300.00,21.00,M,4.00,27.00,HZ,M
STP,2019-02-24 18:15,-93.0600,44.9345,M,M,290.00,19.00,M,10.00,26.00,M,M
HIB,2019-02-24 18:15,-92.8390,47.3866,M,M,M,23.00,M,1.00,M,M,M
TVF,2019-02-24 18:15,-96.1850,48.0657,M,M,320.00,31.00,M,0.25,M,+SN,M
MML,2019-02-24 18:15,-95.8200,44.4500,M,M,310.00,32.00,M,1.00,M,-SN,M
PKD,2019-02-24 18:15,-95.0700,46.9000,M,M,320.00,23.00,M,1.25,M,UP,M
GPZ,2019-02-24 18:15,-93.5097,47.2111,M,M,290.00,18.00,M,1.75,M,-SN,M
MKT,2019-02-24 18:15,-93.9200,44.2200,M,M,300.00,26.00,M,0.50,M,SN,M
RWF,2019-02-24 18:15,-95.0820,44.5469,M,M,310.00,25.00,M,2.50,37.00,-SN,M
MIC,2019-02-24 18:15,-93.3539,45.0620,M,M,280.00,20.00,M,10.00,25.00,M,M
RST,2019-02-24 18:15,-92.4916,43.9041,M,M,290.00,32.00,M,0.25,39.00,FZFG,M
DLH,2019-02-24 18:15,-92.1936,46.8421,M,M,310.00,26.00,M,3.00,33.00,M,M
FCM,2019-02-24 18:15,-93.4700,44.8300,M,M,290.00,22.00,M,10.00,28.00,M,M
MSP,2019-02-24 18:15,-93.2313,44.8854,M,M,290.00,21.00,M,6.00,27.00,M,M
DTL,2019-02-24 18:15,-95.8856,46.8252,-16.00,-20.00,330.00,25.00,M,0.75,33.00,HZ,M
CQM,2019-02-24 18:15,-92.6894,47.8219,-12.00,-16.00,290.00,20.00,M,0.75,31.00,-SN,M
ONA,2019-02-24 18:15,-91.7083,44.0772,-6.00,-11.00,300.00,21.00,M,3.00,31.00,HZ,M
FKA,2019-02-24 18:15,-92.1797,43.6767,-10.22,-12.50,290.00,20.00,M,M,31.00,M,M
JKJ,2019-02-24 18:15,-96.6640,46.8393,-16.00,-20.00,340.00,23.00,M,1.00,31.00,HZ,M
AEL,2019-02-24 18:15,-93.3672,43.6815,-11.00,-12.00,290.00,15.00,M,0.50,31.00,-SN,M
HCD,2019-02-24 18:15,-94.3825,44.8599,-11.39,-14.89,290.00,23.00,M,0.25,35.00,-SN,M
SYN,2019-02-24 18:15,-93.0163,44.4755,-9.00,-12.39,290.00,31.00,M,0.50,38.00,-SN,M
AIT,2019-02-24 18:15,-93.6768,46.5484,-11.00,-18.00,290.00,18.00,M,7.00,25.00,M,M
3N8,2019-02-24 18:15,-95.9281,47.2605,-18.11,-21.11,320.00,26.00,M,0.50,32.00,HZ,M
MGG,2019-02-24 18:15,-93.9856,45.2360,-10.39,-15.11,290.00,20.00,M,1.75,30.00,HZ,M
VWU,2019-02-24 18:15,-94.5167,48.1539,-14.00,-18.00,290.00,18.00,M,5.00,25.00,HZ,M
BFW,2019-02-24 18:15,-91.4098,47.2521,-7.00,-13.00,M,M,M,4.00,M,HZ,M
CKN,2019-02-24 18:15,-96.6214,47.8417,-18.00,-21.00,340.00,28.00,M,0.25,37.00,-SN,M
LYV,2019-02-24 18:15,-96.2158,43.6212,-13.00,-17.00,300.00,26.00,M,0.75,32.00,HZ,M
ELO,2019-02-24 18:15,-91.8371,47.8287,-9.00,-14.00,300.00,15.00,M,1.75,30.00,-SN,M
MWM,2019-02-24 18:15,-95.1094,43.9134,-13.00,-15.00,290.00,32.00,M,0.50,39.00,-SN,M
FFM,2019-02-24 18:15,-96.1567,46.2844,-16.00,-19.00,330.00,33.00,M,0.25,40.00,-SN,M
HZX,2019-02-24 18:15,-93.3098,46.6188,-10.00,-15.00,300.00,18.00,M,1.75,32.00,M,M
AUM,2019-02-24 18:15,-92.9333,43.6647,-9.00,-14.00,300.00,24.00,M,0.50,32.00,-SN,M
TWM,2019-02-24 18:15,-91.7450,47.0492,-8.00,-14.00,290.00,9.00,M,2.00,27.00,HZ,M
MVE,2019-02-24 18:15,-95.7103,44.9691,-13.00,-17.00,340.00,26.00,M,1.50,35.00,HZ,M
BDH,2019-02-24 18:15,-95.1304,45.1177,-13.00,-16.00,310.00,31.00,M,0.75,40.00,M,M
MOX,2019-02-24 18:15,-95.9672,45.5660,-14.00,-18.00,320.00,30.00,M,0.75,36.00,M,M
ADC,2019-02-24 18:15,-95.2109,46.4503,-16.00,-20.00,310.00,20.00,M,1.75,30.00,HZ,M
GYL,2019-02-24 18:15,-94.0812,44.7560,-10.78,-14.28,280.00,25.00,M,0.75,33.00,-SN,M
14Y,2019-02-24 18:15,-94.8739,45.8983,-13.00,-17.00,310.00,24.00,M,0.75,30.00,-SN,M
PWC,2019-02-24 18:15,-94.3817,46.7248,-14.00,-19.00,300.00,13.00,M,3.00,24.00,-SN,M
JMR,2019-02-24 18:15,-93.2718,45.8861,-8.00,-15.00,310.00,17.00,M,0.50,31.00,-SN,M
HCO,2019-02-24 18:15,-96.9430,48.7527,-18.00,-22.00,330.00,28.00,M,0.25,34.00,-SN,M
D39,2019-02-24 18:15,-94.9334,45.7066,-13.78,-17.50,290.00,18.00,M,2.50,28.00,HZ,M
04W,2019-02-24 18:15,-92.8952,46.0229,-7.00,-14.00,290.00,20.00,M,4.00,25.00,HZ,M
BJI,2019-02-24 18:15,-94.9337,47.5094,-17.11,-20.72,290.00,28.00,M,0.25,32.00,-SN,M
CFE,2019-02-24 18:15,-93.8433,45.1590,-10.22,-15.22,M,M,M,4.00,M,HZ,M
21D,2019-02-24 18:15,-92.8557,44.9975,-8.00,-12.00,290.00,25.00,M,1.25,34.00,HZ,M
GDB,2019-02-24 18:15,-95.5560,44.7533,-11.22,-14.50,290.00,25.00,M,0.50,38.00,-SN,M
FSE,2019-02-24 18:15,-95.7735,47.5928,-18.00,-23.00,310.00,23.00,M,0.75,28.00,HZ,M
TOB,2019-02-24 18:15,-92.8315,44.0180,-11.00,-14.00,280.00,27.00,M,M,40.00,M,M
VVV,2019-02-24 18:15,-96.4244,45.3057,-13.00,-17.00,310.00,26.00,M,1.50,33.00,-SN,M
MJQ,2019-02-24 18:15,-94.9865,43.6500,-12.00,-15.00,300.00,27.00,M,1.50,35.00,HZ,M
RRT,2019-02-24 18:15,-95.3483,48.9414,-17.00,-21.00,310.00,24.00,M,0.25,33.00,SN,M
PQN,2019-02-24 18:15,-96.3004,43.9821,-14.00,-17.00,310.00,21.00,M,1.25,30.00,-SN,M
TKC,2019-02-24 18:15,-95.6072,44.2491,-12.50,-15.11,310.00,27.00,M,0.50,34.00,-SN,M
MZH,2019-02-24 18:15,-92.8048,46.4186,-8.00,-15.00,290.00,21.00,M,4.00,30.00,HZ,M
Y63,2019-02-24 18:15,-95.9920,45.9861,-16.11,-19.00,280.00,32.00,M,0.50,40.00,-SN,M
FGN,2019-02-24 18:15,-94.9028,49.3183,-17.00,-21.00,310.00,23.00,M,1.50,34.00,-SN,M
9MN,2019-02-24 18:15,-92.4831,44.0198,-9.78,-11.72,270.00,32.00,M,M,45.00,M,M
SAZ,2019-02-24 18:15,-94.8066,46.3809,-15.00,-19.00,310.00,26.00,M,1.75,32.00,HZ,M
SGS,2019-02-24 18:15,-93.0329,44.8571,-7.72,-13.50,290.00,20.00,M,2.50,28.00,HZ,M
CKC,2019-02-24 18:15,-90.3829,47.8383,-7.00,-11.00,300.00,18.00,M,0.50,35.00,-SN,M
LJF,2019-02-24 18:15,-94.5072,45.0971,-12.00,-16.00,300.00,26.00,M,2.00,36.00,HZ,M
CBG,2019-02-24 18:15,-93.2642,45.5575,-8.00,-15.00,280.00,20.00,M,2.50,31.00,HZ,M
PNM,2019-02-24 18:15,-93.6082,45.5599,-10.00,-16.00,270.00,19.00,M,1.00,31.00,HZ,M
RGK,2019-02-24 18:15,-92.4868,44.5915,-7.00,-14.00,290.00,18.00,M,2.50,28.00,HZ,M
DXX,2019-02-24 18:15,-96.1779,44.9864,-12.00,-16.00,310.00,23.00,M,1.50,29.00,HZ,M
BBB,2019-02-24 18:15,-95.6506,45.3319,-14.00,-17.00,350.00,32.00,M,0.50,39.00,-SN,M
LVN,2019-02-24 18:16,-93.2273,44.6252,-9.00,-12.00,280.00,28.00,M,0.75,40.00,HZ,M
D39,2019-02-24 18:16,-94.9334,45.7066,-13.72,-17.50,290.00,19.00,M,2.00,28.00,HZ,M
04W,2019-02-24 18:16,-92.8952,46.0229,-7.00,-14.00,300.00,19.00,M,3.00,25.00,HZ,M
CFE,2019-02-24 18:16,-93.8433,45.1590,-10.28,-15.28,M,M,M,3.00,M,HZ,M
AEL,2019-02-24 18:16,-93.3672,43.6815,-11.00,-11.00,290.00,20.00,M,0.50,31.00,-SN,M
BFW,2019-02-24 18:16,-91.4098,47.2521,-7.00,-13.00,M,M,M,4.00,M,HZ,M
MGG,2019-02-24 18:16,-93.9856,45.2360,-10.50,-15.11,290.00,18.00,M,1.75,30.00,HZ,M
JKJ,2019-02-24 18:16,-96.6640,46.8393,-16.00,-20.00,340.00,23.00,M,1.00,31.00,HZ,M
FKA,2019-02-24 18:16,-92.1797,43.6767,-10.22,-12.50,290.00,20.00,M,M,31.00,M,M
LJF,2019-02-24 18:16,-94.5072,45.0971,-12.00,-16.00,300.00,20.00,M,1.75,36.00,HZ,M
PWC,2019-02-24 18:16,-94.3817,46.7248,-14.00,-19.00,300.00,15.00,M,4.00,24.00,-SN,M
AIT,2019-02-24 18:16,-93.6768,46.5484,-11.00,-18.00,290.00,16.00,M,7.00,25.00,M,M
MOX,2019-02-24 18:16,-95.9672,45.5660,-14.00,-18.00,330.00,30.00,M,0.75,36.00,M,M
VVV,2019-02-24 18:16,-96.4244,45.3057,-13.00,-17.00,310.00,23.00,M,1.50,33.00,-SN,M
FSE,2019-02-24 18:16,-95.7735,47.5928,-18.00,-23.00,310.00,22.00,M,0.75,28.00,HZ,M
BBB,2019-02-24 18:16,-95.6506,45.3319,-14.00,-17.00,350.00,30.00,M,0.50,39.00,-SN,M
HCO,2019-02-24 18:16,-96.9430,48.7527,-18.00,-22.00,330.00,29.00,M,0.25,34.00,-SN,M
ADC,2019-02-24 18:16,-95.2109,46.4503,-16.00,-20.00,310.00,22.00,M,1.75,30.00,HZ,M
MJQ,2019-02-24 18:16,-94.9865,43.6500,-12.00,-16.00,300.00,24.00,M,1.25,35.00,HZ,M
SAZ,2019-02-24 18:16,-94.8066,46.3809,-15.00,-19.00,310.00,25.00,M,1.50,32.00,HZ,M
ELO,2019-02-24 18:16,-91.8371,47.8287,-9.00,-14.00,310.00,14.00,M,2.00,30.00,-SN,M
AUM,2019-02-24 18:16,-92.9333,43.6647,-9.00,-14.00,290.00,23.00,M,0.75,30.00,-SN,M
LYV,2019-02-24 18:16,-96.2158,43.6212,-13.00,-17.00,300.00,27.00,M,0.75,32.00,HZ,M
MWM,2019-02-24 18:16,-95.1094,43.9134,-13.00,-15.00,290.00,32.00,M,0.50,37.00,-SN,M
ROS,2019-02-24 18:16,-92.9530,45.6980,-7.00,-14.00,290.00,18.00,M,5.00,26.00,HZ,M
DYT,2019-02-24 18:16,-92.0434,46.7219,-7.00,-11.00,300.00,23.00,M,1.25,32.00,HZ,M
MZH,2019-02-24 18:16,-92.8048,46.4186,-8.00,-15.00,300.00,21.00,M,4.00,30.00,HZ,M
TKC,2019-02-24 18:16,-95.6072,44.2491,-12.50,-15.11,310.00,26.00,M,0.50,34.00,-SN,M
TWM,2019-02-24 18:16,-91.7450,47.0492,-8.00,-14.00,290.00,13.00,M,2.50,27.00,HZ,M
ULM,2019-02-24 18:16,-94.5000,44.3200,-12.00,-15.00,300.00,29.00,M,0.50,38.00,-SN,M
GHW,2019-02-24 18:16,-95.3204,45.6439,-14.00,-17.00,300.00,24.00,M,0.75,29.00,HZ,M
RST,2019-02-24 18:18,-92.4916,43.9041,-10.00,-12.22,290.00,26.00,M,0.50,40.00,FZFG,49.00
INL,2019-02-24 18:19,-93.3981,48.5614,-14.39,-17.78,300.00,15.00,M,3.00,27.00,BLSN,29.00
ACQ,2019-02-24 18:19,-93.5529,44.0735,-11.00,-14.00,300.00,33.00,M,0.25,42.00,SN,M
AQP,2019-02-24 18:19,-96.0043,45.2275,-12.00,-16.00,310.00,24.00,M,0.75,34.00,HZ,M
BRD,2019-02-24 18:20,-94.1308,46.4047,M,M,300.00,23.00,M,3.00,M,M,M
MKT,2019-02-24 18:20,-93.9200,44.2200,M,M,300.00,23.00,M,0.75,M,-SN,M
HIB,2019-02-24 18:20,-92.8390,47.3866,M,M,300.00,22.00,M,1.25,M,M,M
INL,2019-02-24 18:20,-93.3981,48.5614,M,M,300.00,15.00,M,3.50,M,M,M
STP,2019-02-24 18:20,-93.0600,44.9345,M,M,M,25.00,M,10.00,36.00,M,M
TVF,2019-02-24 18:20,-96.1850,48.0657,M,M,320.00,29.00,M,0.25,M,+SN,M
OTG,2019-02-24 18:20,-95.5792,43.6551,M,M,300.00,25.00,M,1.50,M,BR,M
RWF,2019-02-24 18:20,-95.0820,44.5469,M,M,310.00,25.00,M,1.75,35.00,-SN,M
AXN,2019-02-24 18:20,-95.3947,45.8663,M,M,310.00,31.00,M,0.75,37.00,UP,M
MIC,2019-02-24 18:20,-93.3539,45.0620,M,M,300.00,23.00,M,10.00,29.00,M,M
FRM,2019-02-24 18:20,-94.4156,43.6439,M,M,300.00,26.00,M,0.50,M,SN,M
GPZ,2019-02-24 18:20,-93.5097,47.2111,M,M,300.00,22.00,M,2.00,M,-SN,M
BDE,2019-02-24 18:20,-94.6122,48.7284,M,M,310.00,25.00,M,1.00,M,M,M
FCM,2019-02-24 18:20,-93.4700,44.8300,M,M,300.00,22.00,M,10.00,30.00,M,M
MSP,2019-02-24 18:20,-93.2313,44.8854,M,M,290.00,23.00,M,6.00,34.00,M,M
RST,2019-02-24 18:20,-92.4916,43.9041,M,M,290.00,27.00,M,0.50,36.00,FZFG,M
STC,2019-02-24 18:20,-94.0513,45.5433,M,M,M,27.00,M,4.00,34.00,HZ,M
DLH,2019-02-24 18:20,-92.1936,46.8421,M,M,300.00,21.00,M,3.00,30.00,M,M
PKD,2019-02-24 18:20,-95.0700,46.9000,M,M,310.00,26.00,M,1.50,32.00,UP,M
MML,2019-02-24 18:20,-95.8200,44.4500,M,M,310.00,30.00,M,1.00,M,-SN,M
MML,2019-02-24 18:21,-95.8200,44.4500,-13.00,-17.00,310.00,29.00,M,1.00,36.00,-SN,37.00
BDE,2019-02-24 18:22,-94.6122,48.7284,-15.61,-20.61,320.00,23.00,M,1.25,36.00,BLSN,38.00
OWA,2019-02-24 18:22,-93.2606,44.1233,-11.00,-13.00,290.00,25.00,M,0.50,34.00,-SN,M
MKT,2019-02-24 18:24,-93.9200,44.2200,-11.00,-14.00,300.00,24.00,M,0.75,31.00,-SN,38.00
RWF,2019-02-24 18:24,-95.0820,44.5469,-11.72,-16.72,310.00,24.00,M,1.75,41.00,UP,41.00
STC,2019-02-24 18:25,-94.0513,45.5433,-11.72,-16.72,300.00,31.00,M,1.75,42.00,HZ,42.00
MML,2019-02-24 18:25,-95.8200,44.4500,M,M,310.00,33.00,M,1.00,M,-SN,M
OTG,2019-02-24 18:25,-95.5792,43.6551,M,M,290.00,21.00,M,1.50,M,BR,M
TVF,2019-02-24 18:25,-96.1850,48.0657,M,M,320.00,35.00,M,0.25,M,+SN,M
RWF,2019-02-24 18:25,-95.0820,44.5469,M,M,310.00,24.00,M,1.75,32.00,UP,M
HIB,2019-02-24 18:25,-92.8390,47.3866,M,M,300.00,24.00,M,1.25,M,M,M
FRM,2019-02-24 18:25,-94.4156,43.6439,M,M,300.00,31.00,M,0.50,M,SN,M
GPZ,2019-02-24 18:25,-93.5097,47.2111,M,M,290.00,25.00,M,1.25,M,-SN,M
BRD,2019-02-24 18:25,-94.1308,46.4047,M,M,300.00,23.00,M,2.50,31.00,M,M
BDE,2019-02-24 18:25,-94.6122,48.7284,M,M,320.00,25.00,M,1.25,32.00,UP,M
INL,2019-02-24 18:25,-93.3981,48.5614,M,M,290.00,16.00,M,5.00,22.00,HZ,M
RST,2019-02-24 18:25,-92.4916,43.9041,M,M,290.00,35.00,M,0.50,45.00,FZFG,M
DLH,2019-02-24 18:25,-92.1936,46.8421,M,M,290.00,23.00,M,3.00,32.00,M,M
MIC,2019-02-24 18:25,-93.3539,45.0620,M,M,280.00,22.00,M,10.00,28.00,M,M
STP,2019-02-24 18:25,-93.0600,44.9345,M,M,290.00,M,M,10.00,37.00,M,M
FCM,2019-02-24 18:25,-93.4700,44.8300,M,M,280.00,23.00,M,10.00,33.00,M,M
MSP,2019-02-24 18:25,-93.2313,44.8854,M,M,290.00,30.00,M,6.00,37.00,M,M
AXN,2019-02-24 18:25,-95.3947,45.8663,M,M,310.00,27.00,M,1.25,32.00,UP,M
PKD,2019-02-24 18:25,-95.0700,46.9000,M,M,320.00,22.00,M,1.50,M,UP,M
